,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,speechiness,duration_ms,time_signature,valence,num_bars,num_sections,num_segments
1078,4jYPd1by72UdzT6XivteXH,Take These Chains From My Heart,Al Martino,['Al Martino'],0.386,0.343,2,-8.869,1,0.787,0.000039,0.0703,0.375,99.959,0.029,152133,4,0.375,61,8,409
1079,4Z8KLi1zBoIFzQwJTfSA2S,This Is My Song - Remastered,Al Martino,['Al Martino'],0.275,0.298,10,-17.458,1,0.804,0.207,0.15,0.486,107.604,0.0338,146133,3,0.486,83,6,516
1080,11EI6kpVPESMPAEXfCf9Fg,Sunrise To Sunrise,Al Martino,['Al Martino'],0.127,0.415,2,-11.853,1,0.948,0.00897,0.136,0.404,89.479,0.0327,167533,4,0.404,62,9,511
1081,0XLXN9FPQIOl9v7J4TrrF5,Love Is Blue (L'amour Est Bleu) - Remastered,Al Martino,['Al Martino'],0.486,0.292,2,-12.802,1,0.727,0.0000162,0.197,0.548,101.406,0.0285,162400,4,0.548,65,9,519
1082,4s4k3BfeRSoDvZ4U7zth9D,Born Free,Al Martino,['Al Martino'],0.296,0.505,10,-9.572,1,0.881,0.0087,0.223,0.407,88.286,0.0305,185307,4,0.407,65,10,577
1083,0PYNDiatRH0mqSmlhahQLB,Speak Softly to Me (Theme From Godfather) - Live,Al Martino,['Al Martino'],0.277,0.551,10,-9.961,0,0.713,0.00000153,0.839,0.332,109.978,0.0365,171247,4,0.332,79,9,529
1084,4Rnw6j0vSMg1EECshYK298,There's No Tomorrow,Al Martino,['Al Martino'],0.365,0.333,8,-10.862,1,0.924,0.339,0.137,0.322,97.064,0.0317,163190,4,0.322,65,9,514
1085,2tJphmugkFI1jw9iBH9i64,Volare (Nel blu di pinto di blu),Al Martino,['Al Martino'],0.49,0.821,11,-9.046,0,0.0119,0.000792,0.177,0.639,119.913,0.0495,174240,4,0.639,84,6,677
1086,4klECe6Kr8XrrkiqshWDKo,Now,Al Martino,['Al Martino'],0.172,0.415,7,-5.631,1,0.882,0.0000452,0.145,0.151,77.523,0.0315,194373,4,0.151,61,13,540
1087,6H6bQiUPnlbW3RBpifyMVR,The Story Of Tina,Al Martino,['Al Martino'],0.169,0.238,9,-11.867,1,0.681,0,0.179,0.313,170.619,0.0295,173507,3,0.313,160,10,456
1088,0OvoFA2KvskFF6OhevYOyY,The Memory of You,Al Martino,['Al Martino'],0.366,0.346,2,-12.808,1,0.918,0.0914,0.456,0.288,97.115,0.0341,167718,3,0.288,89,6,577
1089,3WoEmrnrjLDYrQZ7h7tq8g,Maria Dolores,Al Martino,['Al Martino'],0.637,0.796,1,-5.074,1,0.223,0,0.135,0.692,107.036,0.0292,213227,4,0.692,92,10,733
1090,3vTqP6AT8d6KLHp54uPwZB,The More I See You,Al Martino,['Al Martino'],0.302,0.209,2,-16.854,1,0.558,0,0.205,0.382,99.693,0.029,173693,3,0.382,92,9,493
1091,6b7gFscJJIlpgHB4rNMUV9,"Quando, Quando, Quando - Live",Al Martino,['Al Martino'],0.454,0.553,10,-11.89,1,0.0323,0.00438,0.153,0.616,79.151,0.0613,155520,4,0.616,49,7,556
1092,5m6N98LZkgqYuuy8RMILdm,I Can't Get You Out of My Heart,Al Martino,['Al Martino'],0.186,0.374,10,-12.833,1,0.961,0.0368,0.449,0.284,78.675,0.0399,149676,3,0.284,70,8,486
1093,5cpHJ2fL77GYTOczu38UFv,Vaya con dios - Remastered,Al Martino,['Al Martino'],0.239,0.296,0,-11.517,1,0.716,0,0.194,0.375,83.765,0.03,181557,3,0.375,82,9,531
1094,1JxGFsLI5t2EHHffxcEerU,Granada,Al Martino,['Al Martino'],0.28,0.484,0,-10.077,1,0.442,0.00000944,0.126,0.487,139.279,0.0448,208907,3,0.487,139,10,574
1095,7dqPqO2lWrJtVD9zSNWD9d,"Yesterday, When I Was Young",Al Martino,['Al Martino'],0.391,0.354,0,-12.291,0,0.926,0,0.113,0.405,96.666,0.0577,174982,3,0.405,101,9,615
1096,4eBYvd4ZVQ9XmCyvex5d9d,Hello My Love,Al Martino,['Al Martino'],0.144,0.24,10,-14.393,0,0.971,0.563,0.512,0.185,173.434,0.0335,139157,5,0.185,101,6,411
1097,14SCG6EmrrADue0E2cA3Zv,Come to Me,Al Martino,['Al Martino'],0.417,0.68,8,-5.571,1,0.505,0,0.142,0.558,169.93,0.0276,200973,3,0.558,185,11,554
1098,5rEwH2jxFKHFhdtMto59JT,The Man From Laramie,Al Martino,['Al Martino'],0.519,0.27,3,-10.983,1,0.956,0.00000505,0.115,0.456,131.631,0.032,144573,4,0.456,77,8,452
1099,2DdI5isDy8vL0VRkGTpSVz,Strangers In the Night,Al Martino,['Al Martino'],0.41,0.353,5,-13.712,1,0.169,0.0012,0.268,0.441,85.581,0.0355,150560,4,0.441,51,8,490
1100,2PJTWKgoazhVeOkNeF79xt,Can't Help Falling In Love,Al Martino,['Al Martino'],0.177,0.521,8,-10.157,1,0.0816,0.0000256,0.197,0.365,151.708,0.0369,140293,3,0.365,98,7,393
1101,1b9R28G9e4gGzCpXILKm2l,Spanish Ballerina - Remastered,Al Martino,['Al Martino'],0.509,0.712,7,-7.838,1,0.228,0,0.0671,0.493,120.426,0.0348,245423,4,0.493,120,14,821
1102,6xhCwdqRAphTb3aeLcXFYR,Dream A Little Dream Of Me,Al Martino,['Al Martino'],0.483,0.405,9,-11.682,1,0.759,0.0000269,0.109,0.381,98.558,0.0413,166240,4,0.381,65,8,559
1103,0jvXcu6I7sL5WxPLh2oF8n,I'll Never Find Another You,Al Martino,['Al Martino'],0.512,0.516,0,-10.339,1,0.649,0,0.292,0.78,117.887,0.0311,190707,4,0.78,91,9,681
1104,1oP7qLfpZzNU5Lr2xeo6te,My World (Il Mondo),Engelbert Humperdinck,['Engelbert Humperdinck'],0.286,0.405,1,-11.002,1,0.698,0,0.111,0.448,77.94,0.029,189360,4,0.448,59,7,528
1105,3KzgdYUlqV6TOG7JCmx2Wg,Beyond the Sea,Bobby Darin,['Bobby Darin'],0.521,0.516,2,-7.456,0,0.723,0,0.257,0.569,136.483,0.0369,172480,4,0.569,97,11,507
1106,4aP1qAr4Zm2KK70bxXI29j,No Puedo Quitar Mis Ojos De Ti,Matt Monro,['Matt Monro'],0.449,0.393,10,-12.667,1,0.769,0.0000781,0.348,0.654,67.145,0.0432,211133,4,0.654,58,9,705
1107,3H8Sn0mYsZMPPlMCbebOJ5,Danke Schoen,Wayne Newton,['Wayne Newton'],0.39,0.46,9,-8.711,0,0.803,0,0.102,0.694,147.335,0.0455,155333,4,0.694,91,10,516
1108,5ggafYsNyKhTR9bISS3OPj,I Love You Because,Al Martino,['Al Martino'],0.29,0.2,8,-12.748,1,0.894,0.000569,0.221,0.233,88.654,0.0275,163400,4,0.233,58,9,440
1109,4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,Brenda Lee,['Brenda Lee'],0.558,0.223,10,-12.362,1,0.868,0.000972,0.13,0.303,101.711,0.0299,161547,3,0.303,88,6,534
1110,5fxLx196mnCIbi2OV6IplK,Tammy,Roger Williams,['Roger Williams'],0.386,0.0491,0,-17.475,1,0.972,0.851,0.104,0.104,67.968,0.0324,206227,3,0.104,75,6,505
1111,6sZ8qBd2dO4QQq6B6FqVPn,Stranger on the Shore,Acker Bilk,['Acker Bilk'],0.257,0.311,3,-13.248,1,0.789,0.781,0.0778,0.211,142.385,0.0334,201960,3,0.211,115,11,770
1112,70UvKFI48DAQ2suS58bu5l,Where The Boys Are,Connie Francis,['Connie Francis'],0.366,0.408,0,-4.85,1,0.81,0,0.328,0.378,108.819,0.0301,157587,3,0.378,92,11,440
1113,55Z0KHofKqhOMIOygAVXxm,Spanish Eyes,Al Martino,['Al Martino'],0.519,0.481,2,-9.796,1,0.308,0.0000105,0.121,0.48,109.246,0.0283,166907,4,0.48,75,9,524
1114,17XdGYRzYd0bbVTlghPF1Y,No Other Love,Jo Stafford,"['Jo Stafford', 'Paul Weston And His Orchestra']",0.411,0.0604,8,-15.627,1,0.974,0.00395,0.114,0.237,98.463,0.0321,179867,4,0.237,71,7,545
1115,4jviBh49BPwUSi0VRcja8Q,Love Is All,Engelbert Humperdinck,['Engelbert Humperdinck'],0.274,0.454,2,-11.356,1,0.803,0.0505,0.502,0.405,77.791,0.0305,230360,4,0.405,73,11,728
1116,7gxW8hMXEUkc1G3m7z9vei,More - Remastered,Bobby Darin,['Bobby Darin'],0.498,0.484,5,-8.74,0,0.481,0,0.243,0.691,152.498,0.0315,145933,4,0.691,89,8,460
1117,0kgjL2oRFsV6GSwVNCcQS6,I Don't Like To Sleep Alone,Paul Anka,"['Paul Anka', 'Odia Coates']",0.48,0.557,10,-9.696,1,0.413,0.00000771,0.267,0.26,127.237,0.0276,198827,4,0.26,103,9,579
1118,5m84bgpTFl3CjknhI6oECO,Look Around (You'll Find Me There),Al Martino,['Al Martino'],0.174,0.438,1,-13.768,1,0.317,0.000187,0.148,0.589,185.048,0.0375,171267,4,0.589,131,9,588
1119,5JccvAiwcZ7n3urnXqWPsG,Break It To Me Gently,Brenda Lee,['Brenda Lee'],0.539,0.26,0,-10.414,0,0.588,0,0.134,0.492,92.032,0.0268,164000,3,0.492,78,7,480
1120,3kdGMnFYSKD7ALecbxadhg,The Impossible Dream,Jack Jones,['Jack Jones'],0.442,0.371,11,-9.759,1,0.868,0,0.0733,0.38,93.039,0.0282,139027,3,0.38,69,9,394
1121,6WdcvzQADmrL8nucimUV6r,We'll Meet Again,Vera Lynn,"['Vera Lynn', ""Sailors, Soldiers & Airmen of Her Majesty's Forces"", 'Roland Shaw & His Orchestra']",0.351,0.153,11,-11.954,0,0.903,0,0.405,0.212,91.749,0.0322,183893,4,0.212,67,9,479
1122,48IyOuAQjgCqH9zAbm7JYe,Siboney,Connie Francis,['Connie Francis'],0.453,0.25,7,-15.694,1,0.847,0.0000486,0.18,0.441,118.67,0.0341,171067,4,0.441,83,9,516
1123,5tg20ochJcAlpj25GM5ZWx,Take My Heart - Remastered,Al Martino,['Al Martino'],0.176,0.32,2,-10.286,0,0.601,0.00365,0.113,0.119,132.246,0.0339,189057,4,0.119,101,11,553
1124,6Ft1cpm9MMoAjyG2iWiDfA,Somewhere In Time,Roger Williams,['Roger Williams'],0.146,0.135,0,-15.346,1,0.612,0.376,0.124,0.052,74.188,0.033,202360,4,0.052,60,10,537
1125,0BHroBUvBAp561BYqC9LRK,Tennessee Waltz,Patti Page,['Patti Page'],0.373,0.124,5,-12.95,1,0.969,0.000891,0.123,0.351,86.857,0.0342,185000,3,0.351,95,9,594
1126,4ZiDhG5Ift5I6reAEOBBec,Sweet Nothin's,Brenda Lee,['Brenda Lee'],0.778,0.413,5,-10.551,1,0.642,0.00104,0.148,0.961,125.235,0.0514,144600,4,0.961,73,5,521
1127,03OArDwBMEgtTDcty84Rcp,The Last Waltz,Engelbert Humperdinck,['Engelbert Humperdinck'],0.406,0.441,2,-11.318,1,0.718,0.00000171,0.196,0.42,109.099,0.0299,184187,3,0.42,106,8,530
1128,4rTozJf2UY14LNG6Q3E321,I Have But One Heart,Al Martino,"['Al Martino', 'Carlo Savina']",0.382,0.205,0,-14.904,1,0.92,0.00309,0.234,0.264,97.854,0.0326,177733,4,0.264,70,9,565
1129,2gCQe48O4GMJz6oFBqnN9e,Wheel Of Fortune,Kay Starr,['Kay Starr'],0.461,0.248,8,-10.278,1,0.897,0,0.399,0.404,140.558,0.0481,185600,4,0.404,107,10,522
1130,5KG2ahk1cONbHvg3dBdTbx,Mr. Lonely,Bobby Vinton,['Bobby Vinton'],0.245,0.293,4,-10.361,1,0.817,0,0.177,0.344,168.984,0.0303,161373,3,0.344,147,10,461
1131,3XLSi3aWD9qDCuHvSi5qfY,The Way You Look Tonight,The Lettermen,['The Lettermen'],0.185,0.334,4,-10.572,1,0.907,0,0.0939,0.15,103.153,0.0304,141507,3,0.15,83,7,385
1132,2DpJ9T2RVRanZcYFHKOAfA,Put Your Head On My Shoulder,Paul Anka,['Paul Anka'],0.547,0.335,4,-9.2,0,0.747,0,0.101,0.474,115.838,0.0307,154733,3,0.474,96,8,473
1133,2b8sqtEfTU0EKTZJxm1Isd,Daddy's Little Girl - Remastered,Al Martino,['Al Martino'],0.348,0.441,7,-11.981,1,0.447,0.0000018,0.124,0.339,87.522,0.0411,152667,3,0.339,72,9,508
1134,4bzvhZFlV9UqQ3EmV2i8s4,Who's Sorry Now,Connie Francis,['Connie Francis'],0.522,0.326,3,-6.448,1,0.755,0.0000226,0.36,0.443,87.535,0.0273,136627,4,0.443,48,7,401
1135,0BBOVCgaSdgGs9ClgM6men,The High And The Mighty,Roger Williams,['Roger Williams'],0.184,0.228,7,-12.262,0,0.902,0.118,0.19,0.106,85.635,0.0292,161627,4,0.106,55,11,494
1136,5ax1MN2MGW0ZJXquCkpuLM,April Love,Pat Boone,['Pat Boone'],0.388,0.169,8,-14.834,1,0.828,0.0135,0.0812,0.498,91.323,0.032,161200,1,0.498,60,9,516
1137,60jQTAr2OkFcV4SWSRz3st,Emotions,Brenda Lee,['Brenda Lee'],0.466,0.416,5,-8.249,1,0.742,0.00000504,0.249,0.516,98.78,0.026,171227,3,0.516,90,10,569
1138,0XQHM6hCq87DndVRONPzI5,Mary In The Morning,Al Martino,['Al Martino'],0.478,0.345,0,-13.321,1,0.0348,0.0000536,0.162,0.668,133.624,0.0296,176600,4,0.668,96,11,643
1139,6TdPrK8PUwH66VxfC0BawQ,From Here To Eternity,Engelbert Humperdinck,['Engelbert Humperdinck'],0.387,0.357,0,-11.285,1,0.597,0.0000108,0.0988,0.223,87.268,0.0264,231800,4,0.223,82,8,681
1140,3AdX0KdVoMBqe82b19rWAU,Times Of Your Life,Paul Anka,['Paul Anka'],0.391,0.441,7,-9.876,1,0.573,0,0.0665,0.513,76.524,0.0267,195760,4,0.513,61,10,602
1141,6sA1rk1FILT7DhnrQcD5AA,Not For Me - Remastered 2002,Bobby Darin,['Bobby Darin'],0.653,0.412,8,-11.645,1,0.526,0,0.0714,0.718,116.642,0.0485,142560,4,0.718,66,8,486
1142,0mDkXY1qf1RjOpTeQZEgae,I Will Wait For You,Matt Monro,['Matt Monro'],0.366,0.342,0,-11.009,0,0.862,0.0000015,0.139,0.389,94.728,0.0284,172000,4,0.389,65,10,567
1143,0XLXN9FPQIOl9v7J4TrrF5,Love Is Blue (L'amour Est Bleu) - Remastered,Al Martino,['Al Martino'],0.486,0.292,2,-12.802,1,0.727,0.0000162,0.197,0.548,101.406,0.0285,162400,4,0.548,65,9,519
1144,1eqGYJJr2z2GXK1i0hD3BC,Love Letters In The Sand - Single Version,Pat Boone,['Pat Boone'],0.571,0.196,3,-13.216,1,0.811,0,0.142,0.555,88.728,0.0278,134560,4,0.555,48,8,398
1145,3cmGF5NDmyRcc8XM3xbFWb,Frankie,Connie Francis,['Connie Francis'],0.572,0.483,3,-8.123,1,0.796,0.00000597,0.175,0.609,99.605,0.0253,151200,3,0.609,82,8,467
1146,4tMnrDxy7Vmv7HyK3ZTO2w,All Alone Am I,Brenda Lee,['Brenda Lee'],0.409,0.342,5,-8.458,1,0.754,0,0.357,0.423,99.568,0.0252,166573,3,0.423,87,9,521
1147,76F9rF3pQjPm4i8KVwx9Yd,I'm Beginning To See The Light - 2001 Digital Remaster,Bobby Darin,['Bobby Darin'],0.486,0.31,9,-12.075,0,0.795,0,0.173,0.578,135.823,0.0538,138600,4,0.578,77,6,438
1148,7G1XVtO04MtfoO17j47tDz,Fascination,Al Martino,['Al Martino'],0.149,0.289,10,-12.772,1,0.882,0.000966,0.141,0.229,173.23,0.0351,174560,5,0.229,110,11,530
1149,4JLftssaZA9VKwV5bLyaxQ,Love Me With All Your Heart (Cuando Calienta El Sol),Engelbert Humperdinck,['Engelbert Humperdinck'],0.379,0.468,2,-11.12,1,0.308,0.0000979,0.241,0.402,87.122,0.0293,201547,4,0.402,70,11,650
1150,0JDYhTLGsAiSzAmNHQ30rG,Hold Me 'Til The Morning Comes (with Peter Cetera),Paul Anka,"['Paul Anka', 'Peter Cetera']",0.582,0.413,1,-9.392,1,0.515,0,0.0638,0.266,127.079,0.0314,287733,4,0.266,152,12,888
1151,0TepCB1npldYLV9vWk8L2F,It Must Be Him,Vikki Carr,['Vikki Carr'],0.499,0.472,4,-10.033,1,0.802,0.0000497,0.672,0.723,108.638,0.0527,171760,4,0.723,76,12,651
1152,2xyMlN5bPBBSeo4mlRRP8O,Lara's Theme from Dr Zhivago,Percy Faith,"['Percy Faith', 'His Orchestra']",0.143,0.224,7,-16.053,1,0.826,0.889,0.117,0.311,157.804,0.0327,200387,3,0.311,168,10,637
1153,1eqGYJJr2z2GXK1i0hD3BC,Love Letters In The Sand - Single Version,Pat Boone,['Pat Boone'],0.571,0.196,3,-13.216,1,0.811,0,0.142,0.555,88.728,0.0278,134560,4,0.555,48,8,398
1154,4RwEHZaK4en9PEwtPbiBME,Friendly Persuasion,Pat Boone,['Pat Boone'],0.144,0.317,11,-11.504,1,0.46,0.0189,0.336,0.197,82.314,0.0317,186067,3,0.197,82,6,571
1155,0svBnDlyVeDLxLpIPDUwOp,Speedy Gonzales - Re-Recorded In Stereo,Pat Boone,['Pat Boone'],0.616,0.617,9,-11.479,1,0.117,0.000128,0.15,0.907,146.902,0.0405,156773,4,0.907,93,8,651
1156,5zup0kgy296JiXEWdhf36S,Bernadine,Pat Boone,['Pat Boone'],0.516,0.374,0,-17.054,1,0.848,0.0000389,0.086,0.726,174.185,0.0598,130133,4,0.726,90,5,464
1157,3TmnUIbelFiDzrhZqavHU0,Speedy Gonzales,Pat Boone,['Pat Boone'],0.589,0.447,11,-12.912,1,0.821,0,0.0999,0.789,146.845,0.0748,153093,4,0.789,93,7,579
1158,5XjPPdhCGeAEecJlxAJt3M,Don't Forbid Me,Pat Boone,['Pat Boone'],0.686,0.418,0,-9.744,1,0.507,0.0000319,0.17,0.692,112.437,0.0259,137320,4,0.692,62,8,406
1159,0yKH6Ct5jd0OVTzwdO4UrU,April Love - Re-Recorded In Stereo,Pat Boone,['Pat Boone'],0.274,0.305,8,-13.556,1,0.78,0.00125,0.223,0.46,112.82,0.0363,151040,5,0.46,64,8,429
1160,4qWPBvuaDTO3EruYI0SqLH,The Old Rugged Cross,Pat Boone,['Pat Boone'],0.386,0.114,6,-18.074,1,0.883,0,0.246,0.157,80.295,0.0343,165267,3,0.157,69,8,455
1161,5ax1MN2MGW0ZJXquCkpuLM,April Love,Pat Boone,['Pat Boone'],0.388,0.169,8,-14.834,1,0.828,0.0135,0.0812,0.498,91.323,0.032,161200,1,0.498,60,9,516
1162,6pTybvSMcw5spOS7d656rn,Ain't That A Shame,Pat Boone,['Pat Boone'],0.693,0.591,10,-5.249,1,0.415,0.000253,0.136,0.83,116.826,0.0317,143893,4,0.83,68,6,423
1163,4ulci5DuLTGczNRNYJjYQT,Moody River - Re-Recorded In Stereo,Pat Boone,['Pat Boone'],0.617,0.538,5,-13.224,0,0.382,0.000241,0.0924,0.632,139.319,0.0364,151160,4,0.632,86,6,552
1164,6JMTsn6EixNWDaNjkyatMe,Nearer My God To Thee,Pat Boone,['Pat Boone'],0.127,0.238,5,-13.769,1,0.93,0.00207,0.195,0.144,167.172,0.0345,130133,5,0.144,81,7,373
1165,6UM5WX0bgEkcv1CzKWyacv,Sugar Moon - Single Version,Pat Boone,['Pat Boone'],0.463,0.0924,10,-16.966,1,0.957,0.00508,0.135,0.333,70.343,0.0278,115200,4,0.333,32,4,330
1166,2KB7Ha4OHb2QTV6qvmmLkJ,The Exodus Song,Pat Boone,['Pat Boone'],0.186,0.398,5,-8.452,0,0.829,0.000174,0.62,0.303,170.738,0.0341,198947,4,0.303,137,9,625
1167,3xUPgFsf8TPbo6vA4khErr,America The Beautiful,Pat Boone,['Pat Boone'],0.181,0.221,10,-14.398,1,0.954,0.00000298,0.284,0.182,167.545,0.0338,151760,3,0.182,133,8,417
1168,6ip4qoRMjlg4aAQFtSEkRp,Precious Lord Take My Hand,Pat Boone,['Pat Boone'],0.46,0.283,3,-14.336,1,0.83,0,0.183,0.268,102.896,0.027,155467,3,0.268,84,9,416
1169,7bJpjO7r5gMsHx1oepanuS,I Almost Lost My Mind,Pat Boone,['Pat Boone'],0.367,0.0845,0,-17.017,1,0.856,0.0000886,0.103,0.172,179.044,0.0384,158507,3,0.172,153,10,438
1170,5KrS3wSr8nyllOmuYbDlwq,Bernardine,Pat Boone,['Pat Boone'],0.528,0.715,0,-7.523,1,0.8,0,0.192,0.645,172.884,0.0792,130533,4,0.645,90,8,469
1171,3T1oz5Duxi2pKCWu2rRFjt,I'm Proud To Be An American,Pat Boone,['Pat Boone'],0.417,0.464,5,-11.73,0,0.877,0,0.38,0.667,114.549,0.0668,136867,4,0.667,60,6,407
1172,3cCtTXMT69Hp0V9HmjRck5,You'll Never Walk Alone,Pat Boone,['Pat Boone'],0.152,0.209,9,-13.476,1,0.877,0.0247,0.279,0.0491,75.184,0.0352,156933,4,0.0491,47,6,452
1173,7haSrFfTd9mpMdaAJU08Nv,I'll Be Home - Single Version,Pat Boone,['Pat Boone'],0.383,0.158,8,-15.102,1,0.873,0,0.181,0.296,69.003,0.0347,180400,4,0.296,50,7,535
1174,3XNs2BYh60C5awxrmQVU7R,Tying The Pieces Together,Pat Boone,['Pat Boone'],0.44,0.227,0,-17.521,1,0.888,0.0235,0.392,0.469,90.019,0.028,169907,3,0.469,82,9,481
1175,1oxSAXLRWWVASK45SR709X,Love Letters In The Sand - Re-Recording,Pat Boone,['Pat Boone'],0.369,0.298,2,-15.872,1,0.22,0.00000173,0.531,0.458,34.749,0.0371,135747,4,0.458,29,4,424
1176,2jgfOJqHzeckAM8Y1GUsib,He,Pat Boone,['Pat Boone'],0.277,0.143,8,-13.906,1,0.949,0.0000849,0.225,0.222,65.345,0.033,151800,3,0.222,52,8,423
1177,6pi7OwWvCYaOvEqAfBYiM4,Battle Hymn Of The Republic,Pat Boone,['Pat Boone'],0.374,0.248,2,-12.735,1,0.936,0,0.102,0.293,134.991,0.0391,168093,4,0.293,71,8,483
1178,1SUh0lEi3eNzdpbA6o7NTm,April Love,Pat Boone,['Pat Boone'],0.281,0.17,8,-18.866,1,0.901,0.0059,0.219,0.406,113.624,0.0376,150387,5,0.406,63,7,446
1179,20bYl4p30cmwrCXvSX0lbS,Wanted - Re-Recorded In Stereo,Pat Boone,['Pat Boone'],0.313,0.223,1,-16.57,1,0.812,0.105,0.15,0.286,103.359,0.0305,184400,3,0.286,101,9,562
1180,7I1lQemFHCzurJJjrirTGY,Still Waters Run Deep,Pat Boone,['Pat Boone'],0.702,0.711,10,-7.07,1,0.526,0.0116,0.198,0.921,93.022,0.0294,250280,4,0.921,99,11,1029
1181,6LAfZnP0NfVI9YtAUyhH4C,I Believe,Pat Boone,['Pat Boone'],0.283,0.129,0,-13.82,1,0.959,0.0000474,0.109,0.186,80.191,0.0352,175867,3,0.186,75,9,493
1182,0ZTfmZb9TKWxcVozcJdv1z,Mr. Blue,Pat Boone,['Pat Boone'],0.313,0.392,4,-9.848,0,0.844,0.00329,0.114,0.65,80.421,0.0269,142320,4,0.65,45,7,415
1183,5bhhuRqpm7IS1baiLEJ4jl,I Love You More And More Everyday,Pat Boone,['Pat Boone'],0.469,0.252,0,-15.773,1,0.647,0.00776,0.583,0.537,111.393,0.0316,142627,4,0.537,65,8,438
1184,6bPQckX9WVdPbcNZOhFgKX,Crazy Train,Pat Boone,['Pat Boone'],0.448,0.58,7,-8.805,0,0.416,0,0.342,0.687,135.106,0.0523,272840,4,0.687,149,14,950
1185,2yJH4VAICFOuD8NCAXQ4HJ,We Are Family,Pat Boone,"['Pat Boone', 'Sister Sledge']",0.886,0.897,2,-3.919,1,0.166,0,0.13,0.943,117.996,0.0642,315053,4,0.943,156,13,1219
1186,3y9iDfnUP6dm44qoVf2Fd2,Oh Boy!,Pat Boone,['Pat Boone'],0.396,0.606,5,-12.043,1,0.655,0,0.304,0.962,192.725,0.0342,119373,4,0.962,92,6,428
1187,1N3kHjnqGrc7FbsyNfDxen,Everything Begins And Ends With You - Re-Recorded In Stereo,Pat Boone,['Pat Boone'],0.458,0.167,5,-17.098,1,0.917,0.00169,0.123,0.405,106.351,0.0306,144707,4,0.405,61,6,404
1188,3O2vxtmgOXvetZeSvvn1Je,With the Wind and the Rain in Your Hair - Live,Pat Boone,['Pat Boone'],0.433,0.302,0,-17.59,1,0.973,0.904,0.813,0.551,88.358,0.0395,144277,4,0.551,52,7,455
1189,6pWlVBzYocyX8nJFjq3ASR,Love Letters in the Sand (Commentary),Pat Boone,['Pat Boone'],0.686,0.0802,9,-24.216,0,0.898,0,0.331,0.88,95.844,0.935,57420,4,0.88,21,3,243
1190,6gCrI4WxFniCucmdOHNXs6,Rip It Up,Pat Boone,['Pat Boone'],0.375,0.768,9,-10.964,1,0.501,0,0.35,0.964,186.398,0.0496,118907,4,0.964,87,7,444
1191,5GWHzvmJIrGQ5F4m7MUtfN,Tutti Frutti,Pat Boone,['Pat Boone'],0.311,0.847,10,-4.944,1,0.455,0,0.0791,0.8,187.678,0.151,144827,4,0.8,110,8,555
1192,1E1vMZnUl1iheEAlVhkkxD,Crazy Thing,Pat Boone,['Pat Boone'],0.778,0.681,0,-7.371,1,0.0455,0,0.31,0.817,82.159,0.4,136040,4,0.817,44,8,581
1193,28XzJ8OXPfi6WIEKKANUWk,Komm zu mir wenn du einsam bist,Pat Boone,['Pat Boone'],0.556,0.385,3,-9.051,1,0.739,0,0.166,0.512,133.525,0.0308,134120,3,0.512,95,6,422
1194,7pRG6kkeyaXRfQhksm2C8W,Will The Circle Be Unbroken?,Pat Boone,['Pat Boone'],0.27,0.192,7,-9.623,1,0.946,0.0000039,0.0942,0.597,78.772,0.0321,135067,4,0.597,42,7,386
1195,4AEeBw6T7NXJ2dlKSdO6G7,"Night And Day - Live On The Ed Sullivan Show, October 17, 1965",Pat Boone,['Pat Boone'],0.402,0.506,9,-9.949,1,0.823,0,0.609,0.554,88.414,0.0573,108008,4,0.554,39,3,387
1196,1m1Bk2QlspxPgH7O0GyoyW,Go Tell It On The Mountain,Pat Boone,['Pat Boone'],0.7,0.56,7,-9.695,1,0.237,0.0000792,0.125,0.707,116.054,0.0279,165080,4,0.707,76,8,468
1197,0cMeZKRVHUNTwQwHuG9Ub1,Let The Lower Lights Be Burning,Pat Boone,['Pat Boone'],0.202,0.129,7,-13.954,1,0.947,0.00000185,0.104,0.196,79.91,0.0312,144133,4,0.196,47,8,384
1198,5zSoX28LVXkohyFt9meywa,Tutti Frutti - Re-Recorded In Stereo,Pat Boone,['Pat Boone'],0.338,0.718,10,-9.283,1,0.707,0,0.142,0.831,188.04,0.111,147640,4,0.831,108,7,556
1199,1U8HZ1n94PtmFIdOJyVNZY,If You Heart,Pat Boone,"['Pat Boone', 'Timothy B. Schmit', 'James Burton']",0.634,0.442,7,-8.898,1,0.113,0.00226,0.154,0.294,92.954,0.0255,185573,3,0.294,93,8,526
1200,5wEFsdpvxu7MYddVZd7P0i,Jambalaya,Pat Boone,['Pat Boone'],0.525,0.285,10,-19.072,1,0.592,0.000098,0.144,0.954,199.656,0.07,178067,4,0.954,142,9,661
1201,5pS7YEbTIfvYkQe8OkPaoN,Long Tall Sally (Remastered),Pat Boone,['Pat Boone'],0.505,0.539,10,-4.973,1,0.776,0,0.0536,0.827,181.452,0.0346,131318,4,0.827,97,4,430
1202,1yQJDrmrrzqRR9AXOzqBn3,The Cassions Go Rolling Along,Pat Boone,['Pat Boone'],0.592,0.561,5,-11.439,1,0.861,0,0.0396,0.729,132.518,0.111,117120,4,0.729,61,6,385
